g2pname,genotype,environment,datatype,DASanthesis_BLUP,DASmaturity_BLUP,DATanthesis_BLUP,DATmaturity_BLUP,fruitno_BLUP,fruitlength_BLUP,fruitwidth_BLUP,fruitshapeindex_BLUP,fruitweight_BLUP,yield_BLUP,pollenconcentration_BLUP,pollenactivity_BLUP,leaftemp_BLUP,leafminushobotemp_BLUP,growthrateplot_BLUP,growthrateplant_BLUP,height_BLUP,heightmax_BLUP,leafangledaily_BLUP,leafanglemean_BLUP,leafanglenoon_BLUP,leafanglemidnight_BLUP,leafanglemidnightminusnoon_BLUP,leafanglebright_BLUP,leafanglelow_BLUP,leafanglelowminusbright_BLUP,leafanglecold_BLUP,leafangleHot_BLUP,leafanglecoldminushot_BLUP,leafareadaily_BLUP,leafareadailyplant_BLUP,leafareaindex_BLUP,leafareaprojecteddaily_BLUP,leafareaprojectedplant_BLUP,leafinclinationmean_BLUP,leafinclinationhot_BLUP,leafinclinationcold_BLUP,leafinclinationbright_BLUP,leafinclinationdark_BLUP,leafinclinationnoon_BLUP,leafinclinationmidnight_BLUP,lightpendaily_BLUP,lightpenmeanplot_BLUP,lightpenmeanplant_BLUP,huedaily_BLUP,huemean_BLUP,huebin0_BLUP,huebin1_BLUP,huebin5_BLUP,ndvimean_BLUP,ndvibin0_BLUP,ndvibin1_BLUP,ndvibin2_BLUP,ndvibin3_BLUP,ndvibin4_BLUP,ndvibin5_BLUP,green_BLUP,greenb0_BLUP,greenb1_BLUP,greenb2_BLUP,greenb3_BLUP,npcimean_BLUP,psrimean_BLUP,biomassfinalplot_BLUP,biomassfinalplant_BLUP,heightfinal_BLUP,heighmaxfinal_BLUP,leafareafinalplot_BLUP,leafareafinalplant_BLUP,leafareaindexfinal_BLUP,leafareafinalprojectedplot_BLUP,leafareafinalprojectedplant_BLUP,lightpenetrationfinal_BLUP,biomassAUC_BLUP,biomassAUCperplant_BLUP
GPC127510,AVPP9905,control,estimateBLUP,66.2788005,120.9900699,24.2788005,78.99006989,39.92512009,14.31715219,2.463764124,6.746420468,30.49322783,20.58225952,29259.91988,88.47725229,26.55655095,-0.15699888,6512045.672,1629.168472,4.886604704,4.660972335,-0.030329484,37.4926822,37.54354814,37.54300651,0.056422655,38.89239017,33.56757236,-5.286215258,33.56757236,42.88248934,-8.959405432,13827.37454,3431.234495,0.420251408,6630.544306,1648.272054,1.67,1.518173678,1.819819627,1.616302075,1.819819627,1.667206039,1.66364554,1.774009585,149.4704426,38.86919509,0.0414969,107.9579834,0.069231612,0.618432513,0.017795791,0.737146082,0.009172614,0.023639292,0.076690906,0.239700318,0.41745527,0.2339949,0.364849709,0.264574897,0.273826074,0.24982883,0.136671464,0.156260918,0.036955221,343340494.1,85939.20561,42.06644546,710.187148,799037.9019,1983.255433,0.694812567,367457.6191,913.1983405,193.373499,6.53E+11,1.64E+11
GPC050150,PPC1,control,estimateBLUP,46.5072484,106.3041675,4.507248402,64.30416751,112.8058876,3.854162076,1.686639622,2.31346676,4.021342468,12.15001795,25751.8164,86.95488732,26.55655095,-0.15699888,3200866.367,824.7003181,1.994434244,3.048887901,-0.04709073,38.44410584,38.41542767,38.48460647,0.093765306,38.94671604,36.19210351,-3.35116435,36.19210351,41.59113568,-5.80425975,12198.49521,3040.04035,0.387598176,5828.273859,1452.990518,1.620427389,1.531627179,1.704439008,1.605447065,1.704439008,1.623900904,1.623383741,1.754294698,114.9812541,31.63091157,-0.039701031,107.9187452,0.092441445,0.623375767,0.021469321,0.721347353,0.018260283,0.033108785,0.087614326,0.249419239,0.383253033,0.220587276,0.345341447,0.306700722,0.257947345,0.227180452,0.130119823,0.156260918,0.039473343,167291130.9,43134.80352,23.53333234,470.7890305,681178.9001,1701.434624,0.592381923,323076.2974,805.7164792,165.3868722,6.53E+11,1.64E+11
GPC002420,PPC10,control,estimateBLUP,63.08046119,124.0380874,21.08046119,82.03808737,6.940830604,9.464721761,7.2864366,1.377583508,150.6215107,23.59210753,21431.28073,79.74413881,26.55655095,-0.15699888,3916481.476,998.5387974,3.563069069,4.36414409,-0.047361072,39.9133535,39.80109336,39.92818521,0.127373693,40.96809127,35.67480462,-5.450656343,35.67480462,42.88681548,-7.355717038,10183.44942,2556.010252,0.327402652,4923.533282,1232.797112,1.580149643,1.511446928,1.728988076,1.549001013,1.728988076,1.586782216,1.583121943,1.379711843,125.5145581,33.84363909,0.013162205,107.8949542,0.08833914,0.660139372,0.018250919,0.722682457,0.008790932,0.025089377,0.088384098,0.272733306,0.405261429,0.194626534,0.35425022,0.284897065,0.276989167,0.239028762,0.129170309,0.156260918,0.040221974,209862264.1,53485.51125,33.98550893,555.9972716,602850.9653,1514.084922,0.524094826,285303.736,714.2640949,178.0593564,6.53E+11,1.64E+11
GPC015800,PPC100,control,estimateBLUP,57.26529881,119.6046074,15.26529881,77.6046074,8.439471869,8.877570166,6.298237133,1.474399017,96.66268312,20.09851289,31071.32387,90.24543822,26.55655095,-0.15699888,4645625.695,1175.711736,4.770182588,4.295054757,-0.039521135,38.66558479,38.58046201,38.74962632,0.157247814,38.85617292,35.28936623,-3.959213944,35.28936623,41.34238247,-6.272405216,9366.11322,2359.672904,0.327118711,4387.626282,1102.332304,1.623525678,1.54283843,1.753537144,1.618473077,1.753537144,1.626994128,1.623383741,2.781933187,168.5115213,42.86600658,-0.004811295,107.9179964,0.075220538,0.652176884,0.015747717,0.718380456,0.009790575,0.027044794,0.091793085,0.277422591,0.400329367,0.186915624,0.358444496,0.265219023,0.294797383,0.253005321,0.126448372,0.156260918,0.039575429,238496697.2,60447.64211,43.75127392,634.1357612,546442.7118,1379.234164,0.475278018,250203.3041,629.2235013,257.0997708,6.53E+11,1.64E+11
GPC015830,PPC101,control,estimateBLUP,51.74089455,123.2068099,9.740894546,81.20680987,9.714290088,5.028465266,6.660576938,0.828962291,83.2877125,21.03429717,22515.29606,89.8616125,26.55655095,-0.15699888,5772169.103,1449.3756,5.56369122,7.063745801,-0.055741695,38.07601407,37.9172108,38.14475747,0.1908562,40.03776068,33.58785859,-6.234619656,33.58785859,40.6350581,-6.933999222,9633.878507,2424.021983,0.357784355,4433.472831,1113.512545,1.657606847,1.551807431,1.829639254,1.577224039,1.829639254,1.664112815,1.651257295,2.106698304,165.0013398,42.12920307,0.042554164,107.9064432,0.072280919,0.676449151,0.014252298,0.721736758,0.008827282,0.025506826,0.087467703,0.271050458,0.416761311,0.187566677,0.364004351,0.253624759,0.302641855,0.255895927,0.128379048,0.156260918,0.040017802,310483676.9,77950.44278,52.33141889,738.7053869,593985.8598,1492.896402,0.516758196,260339.9012,653.8020326,226.1151109,6.53E+11,1.64E+11
GPC015960,PPC102,control,estimateBLUP,60.17288,112.9543875,18.17288,70.95438746,123.7797045,4.310835539,1.719579604,2.539369614,4.283596794,14.08964355,15583.20572,75.64712262,26.55655095,-0.15699888,9909140.787,2454.50677,7.432572556,7.053510344,0.022116993,37.76719132,37.64630537,37.76749391,0.127373693,39.42206744,36.61811436,-3.431472787,36.61811436,37.60026886,-1.90820616,13296.29578,3303.687876,0.4477937,6554.280617,1629.724321,1.663803424,1.704280443,1.694619381,1.598934059,1.694619381,1.670299263,1.66364554,1.254029438,158.8143691,40.83400445,0.031981517,107.9412312,0.060654065,0.65726814,0.012236733,0.727596381,0.009572471,0.02471587,0.081437829,0.254240883,0.432325808,0.199468742,0.374961491,0.217070621,0.29909919,0.293505575,0.136734765,0.156260918,0.038724712,540755527,133938.4266,66.27805452,798.1121975,798522.4471,1982.040804,0.694530389,376762.2568,935.7239739,202.3401849,6.53E+11,1.64E+11
GPC016020,PPC103,control,estimateBLUP,63.08046119,124.0380874,21.08046119,82.03808737,6.107170853,9.301624096,8.109936156,1.216224327,181.5675212,24.09402819,42019.22988,90.15271628,26.55655095,-0.15699888,6322022.735,1582.99216,5.784280493,5.014095592,-0.053038268,36.55061683,36.45369873,36.62323171,0.159114946,37.89415224,32.11457106,-5.534788991,32.11457106,39.79578638,-7.305420418,11156.25672,2789.635519,0.389869705,4842.440542,1213.045354,1.713376034,1.578714433,1.895921738,1.648867105,1.895921738,1.716697622,1.710101462,2.737574691,185.2207577,46.37624971,0.027541005,107.9331654,0.075483788,0.635689503,0.018380955,0.728634795,0.00871823,0.026165955,0.086936195,0.253144196,0.405682761,0.21605025,0.34485374,0.290082278,0.294923907,0.235439328,0.118219257,0.156260918,0.038214282,326427363.3,81826.95097,50.27218409,675.4103505,645222.0705,1615.438924,0.561342333,258828.7758,650.1180651,253.1073776,6.53E+11,1.64E+11
GPC016090,PPC104,control,estimateBLUP,46.79800652,116.8336824,4.798006521,74.83368242,22.08943387,14.39027125,4.091258324,3.539796538,40.14687587,24.07701393,22095.40812,87.34086937,26.55655095,-0.15699888,4816869.822,1217.303166,3.24750386,3.645103255,-0.0278964,39.28634972,39.19389154,39.27966604,0.108702367,38.99651476,36.22506863,-3.36454909,36.22506863,41.50461282,-5.697863053,12182.62848,3036.17447,0.415140467,5882.070677,1466.091466,1.60183766,1.54508068,1.706893915,1.614131073,1.706893915,1.60534156,1.601704311,1.379711843,152.7295026,39.55502477,0.018237076,107.930705,0.073970103,0.643933193,0.016202845,0.723702328,0.010335835,0.027703924,0.087760949,0.26271185,0.403476964,0.203395405,0.365987691,0.259969398,0.276894275,0.25481592,0.137715928,0.156260918,0.038962913,226918078.5,57632.42313,32.4566831,516.4550601,675604.6123,1688.100702,0.587584895,306153.963,764.7428863,191.0308962,6.53E+11,1.64E+11
GPC016110,PPC105,control,estimateBLUP,49.12407147,110.1834625,7.124071474,68.18346248,8.776828345,16.38006277,4.947697862,3.346165521,92.66330465,20.214777,42308.65595,89.84220558,26.55655095,-0.15699888,4921478.663,1242.72842,5.186851213,4.801709865,-0.0481721,35.98912091,35.96170956,35.97783041,0.065758318,38.44646529,33.97583276,-4.599769333,33.97583276,39.15551723,-5.314834944,8752.989787,2212.413039,0.308094654,3768.918705,951.7717308,1.728867475,1.634770687,1.80263528,1.629328087,1.80263528,1.732163742,1.728683831,3.378308521,230.4750546,55.8736006,-0.00015933,107.921548,0.079125406,0.644465999,0.01893361,0.72520432,0.009790575,0.026912968,0.087119473,0.258646542,0.410292627,0.204249913,0.355810881,0.269599078,0.276451442,0.255355924,0.133316517,0.156260918,0.039099028,263333237.2,66486.34127,49.77297566,716.354963,530824.3784,1341.850598,0.46173347,228028.48,575.5388144,303.106994,6.53E+11,1.64E+11
GPC016200,PPC106,control,estimateBLUP,53.77620138,125.4235499,11.77620138,83.42354985,39.17783687,8.975428766,2.213679337,4.088417755,16.80624086,18.63812228,30282.29604,90.61416968,26.55655095,-0.15699888,7802921.787,1942.786307,6.994457751,6.667121853,-0.012216526,38.39107567,38.44345237,38.49084223,0.084429644,38.2382161,34.65034995,-3.915235514,34.65034995,40.4987846,-6.00157726,11279.08116,2819.164261,0.398103998,5301.52439,1324.790425,1.642115407,1.567503182,1.782996025,1.642354099,1.782996025,1.642460247,1.638869049,1.914478155,162.6556997,41.63800073,0.027752458,107.9635032,0.055981386,0.640114751,0.01161906,0.736293099,0.009063562,0.022782424,0.074454904,0.237809477,0.440058487,0.220892457,0.388194595,0.209341112,0.283884711,0.289662022,0.150660959,0.156260918,0.037091336,408634570,101814.7179,59.97554804,793.5475194,671468.8687,1678.194731,0.584198758,299400.1605,748.3759467,220.6822662,6.53E+11,1.64E+11
GPC016300,PPC107,control,estimateBLUP,48.83331335,108.798,6.833313355,66.79799999,38.25010656,10.89998122,2.576019142,4.249776937,17.59300384,18.53320101,39166.44819,91.9014953,26.55655095,-0.15699888,7354900.791,1833.940018,5.477906503,6.592914792,-0.008702071,37.78902727,37.69924091,37.87973762,0.162849212,38.67735025,34.91914251,-4.083500811,34.91914251,38.34869158,-3.875577809,11450.76143,2860.427731,0.431609054,5319.073872,1329.033183,1.666901712,1.67288894,1.765811678,1.624986083,1.765811678,1.667206039,1.660548479,2.131341913,226.6530409,55.07192131,0.030712799,107.9353904,0.067586302,0.650519266,0.015357608,0.725463923,0.010099556,0.027154649,0.085726554,0.256925877,0.413712851,0.204249913,0.367808462,0.244735823,0.285656043,0.26822071,0.138064083,0.156260918,0.038724712,389797500.1,97234.67943,55.88827898,764.4353224,695339.4731,1735.25528,0.605079937,301334.509,753.0723022,284.311345,6.53E+11,1.64E+11
GPC016420,PPC108,control,estimateBLUP,49.99634583,112.9543875,7.996345831,70.95438746,28.55110789,8.290418571,3.070118875,2.733000632,22.24801812,17.88098773,30299.21205,93.66752491,26.55655095,-0.15699888,9081797.709,2253.48649,8.979761202,8.245941053,-0.054119639,35.94856843,35.83404149,36.04330591,0.181520537,39.2817256,30.10116263,-8.227033733,30.10116263,38.56067258,-7.738745147,10401.87375,2608.460098,0.392709117,4464.361097,1120.994706,1.750555492,1.648224188,2.021121984,1.620644079,2.021121984,1.756909534,1.744169138,2.530568377,214.7620253,52.57652075,0.06813997,107.938835,0.059206192,0.664964225,0.011033896,0.733697064,0.008845458,0.023309727,0.07821212,0.241118448,0.435572542,0.216680958,0.386341311,0.202996473,0.299858333,0.292393803,0.144520773,0.156260918,0.03852054,487864135.7,121078.4807,76.16862162,869.3376746,646254.0523,1617.895173,0.56190669,258916.3062,650.3430403,299.4784519,6.53E+11,1.64E+11
GPC016620,PPC109,control,estimateBLUP,50.57786207,116.8336824,8.577862069,74.83368242,9.740240586,9.23638503,5.21121772,1.829389216,73.91212034,18.26947999,39598.84935,92.74461811,26.55655095,-0.15699888,3831228.859,977.8175126,3.510985491,4.499763891,-0.025733659,38.94321333,38.90430298,38.98658525,0.104968102,40.83001301,36.14392371,-4.974542039,36.14392371,41.56517883,-5.813932177,8358.576058,2117.712691,0.300996125,3909.461788,985.9431329,1.614230813,1.549565181,1.716713542,1.553343017,1.716713542,1.614621232,1.614092557,2.353134393,182.8695984,45.88041339,0.010413317,107.9217191,0.07037236,0.659813768,0.013342043,0.718157938,0.010117731,0.028560792,0.090070263,0.274170345,0.408309889,0.183985885,0.372067766,0.242191527,0.291571028,0.267394823,0.135721951,0.156260918,0.039677515,199884070.2,51059.38516,38.82159063,658.7382762,504298.8729,1278.419997,0.438594867,226269.1341,571.2924091,233.6812195,6.53E+11,1.64E+11
GPC002430,PPC11,control,estimateBLUP,50.86862019,123.7609949,8.868620189,81.76099487,8.293500318,8.714472501,6.825276849,1.313039835,123.6093151,24.49102758,34200.09151,92.54407994,26.55655095,-0.15699888,6159309.871,1543.454996,5.517735122,4.870799198,-0.059526492,38.35052319,38.27219032,38.40354157,0.13297509,40.22111051,32.00806835,-7.584566238,32.00806835,43.2567007,-10.48377993,10302.96354,2584.716466,0.383055118,4813.613456,1206.050537,1.642115407,1.506962427,1.895921738,1.570711033,1.895921738,1.648646695,1.638869049,2.077125974,159.6560399,41.00777886,0.029444082,107.9087325,0.070767234,0.678580375,0.013342043,0.722793716,0.008554652,0.024671928,0.084535241,0.270823557,0.425931476,0.184616593,0.370994811,0.240098118,0.297675798,0.266187756,0.134709137,0.156260918,0.040017802,335971343.8,84147.47334,51.89461151,669.3827756,644147.3951,1612.847717,0.560213621,282376.1864,707.1492568,216.517916,6.53E+11,1.64E+11
GPC016690,PPC110,control,estimateBLUP,46.79800652,111.568925,4.798006521,69.56892497,16.67875502,14.81432518,3.168938822,4.701582644,33.6560813,15.64077688,31724.3284,87.47671781,26.55655095,-0.15699888,6854830.966,1712.440646,6.295925055,6.139995832,-0.035195652,37.0341272,36.90209391,37.01296679,0.11803803,40.09661371,32.68765709,-6.96504401,32.68765709,37.76466229,-5.053679416,10745.3199,2690.95962,0.332513593,4924.0633,1232.883114,1.697884593,1.66616219,1.87137267,1.579395041,1.87137267,1.70741795,1.700810278,1.515251692,170.2003822,43.22050638,0.053549717,107.909139,0.073531354,0.672852711,0.014447353,0.722237422,0.010517589,0.029285835,0.089850329,0.258514183,0.407640715,0.200465667,0.371352463,0.241128719,0.288660982,0.263455975,0.139520004,0.156260918,0.040256003,334059405.2,83682.59738,57.54190692,765.7854772,585266.2736,1472.058775,0.50885721,258541.6239,649.4431398,212.587826,6.53E+11,1.64E+11
GPC016720,PPC111,control,estimateBLUP,49.12407147,110.1834625,7.124071474,68.18346248,15.98457919,15.04266191,3.695978537,4.088417755,43.03167346,18.70901503,45922.4266,90.7931446,26.55655095,-0.15699888,6772713.262,1692.493432,6.302052535,5.940404425,-0.054389982,36.89375322,36.75574271,36.91319461,0.151646416,39.17081028,32.96405699,-5.972661183,32.96405699,40.73672246,-7.498868958,11041.8793,2762.217931,0.361191649,4869.76591,1219.696164,1.694786305,1.592167934,1.846823602,1.601105061,1.846823602,1.701231502,1.694616155,2.409814693,185.5243111,46.4388085,0.052703906,107.9400759,0.068200551,0.641653968,0.015195062,0.731249373,0.009081737,0.024803754,0.081786058,0.249230155,0.415968216,0.218328936,0.361923469,0.260935586,0.295113693,0.250178244,0.129043708,0.156260918,0.038180253,377200570.7,94171.90443,55.48267213,708.6500064,679243.2428,1696.765052,0.590688854,283721.6573,710.411396,253.4911657,6.53E+11,1.64E+11
GPC016730,PPC112,control,estimateBLUP,60.17288,112.12311,18.17288,70.12310996,15.05036126,15.04266191,3.992438377,3.797971229,46.89992477,19.13437152,37707.03636,89.90258266,26.55655095,-0.15699888,5360954.732,1349.520444,4.99996308,4.545823447,-0.040872848,38.15399962,38.02619574,38.10734291,0.101233837,39.50129268,34.21926754,-5.305336315,34.21926754,41.37915468,-7.11970982,10608.99732,2658.22302,0.354944944,5044.053466,1262.123743,1.639017118,1.53835393,1.790360746,1.596763057,1.790360746,1.645553471,1.645063172,2.143663718,164.3307627,41.98786655,0.021831776,107.8956388,0.086079581,0.664253817,0.018478482,0.723350009,0.009190789,0.025902303,0.089007246,0.267836028,0.403377827,0.199550123,0.356526184,0.27539621,0.278475821,0.243189965,0.1320505,0.156260918,0.040221974,282149916.5,71061.42447,44.71849026,591.0985462,627473.2076,1572.980909,0.545822539,282939.0517,708.4991075,230.9647971,6.53E+11,1.64E+11
GPC016740,PPC113,control,estimateBLUP,57.84681505,113.5085725,15.84681505,71.50857245,12.90295754,13.99883686,4.91475788,3.055718994,50.57148533,17.57473105,51412.02113,93.76024686,26.55655095,-0.15699888,6400714.155,1602.075987,6.010997245,5.971110796,-0.04709073,38.63127115,38.44968008,38.65920778,0.181520537,40.26864565,34.09501437,-6.049145409,34.09501437,42.47366883,-8.19141473,10293.23233,2582.385971,0.327118711,4902.214784,1227.579667,1.626623966,1.518173678,1.80263528,1.564198027,1.80263528,1.636273799,1.626480803,0.921340719,156.8799059,40.42621383,0.048474847,107.9438628,0.066357804,0.642556778,0.014577389,0.736701048,0.00868188,0.022496801,0.075976118,0.241326441,0.424964891,0.228562676,0.370344536,0.248181896,0.289673172,0.256372401,0.136703114,0.156260918,0.037839967,359241924.7,89805.47686,57.13630007,747.16929,629867.3479,1578.703159,0.547797785,272996.2987,684.4548921,181.6679615,6.53E+11,1.64E+11
GPC016810,PPC114,control,estimateBLUP,65.11576802,124.0380874,23.11576802,82.03808737,6.593742692,16.08648697,6.627636956,2.507097778,158.882522,24.08552106,25195.20998,84.0179736,26.55655095,-0.15699888,6144420.737,1539.822817,5.658667157,5.789431439,-0.040872848,34.94723404,34.77533063,34.95516556,0.164716344,37.51839827,32.38336363,-5.020432574,32.38336363,38.76616437,-6.181484402,10118.47004,2540.409644,0.337056651,4334.683381,1089.432027,1.778440086,1.623559437,1.888557017,1.657551113,1.888557017,1.787841773,1.778236814,2.602034842,206.466738,50.83414264,0.042131258,107.9284157,0.064909932,0.661663788,0.012789388,0.719326154,0.010172257,0.029022183,0.093809152,0.263562728,0.407392872,0.191534032,0.367255728,0.238197947,0.309853708,0.26822071,0.127176332,0.156260918,0.039235142,320078659.3,80283.36816,54.04744788,673.0180192,593457.3402,1491.62779,0.51619384,245058.3475,616.7936262,270.9958911,6.53E+11,1.64E+11
GPC017030,PPC115,control,estimateBLUP,52.90392702,111.568925,10.90392702,69.56892497,24.96020772,10.50854682,3.43245868,3.087990831,35.00013473,22.13738834,20357.69308,91.55001444,26.55655095,-0.15699888,8037595.582,1999.799612,7.215047023,7.72393276,-0.056012038,35.60855145,35.45103727,35.6099205,0.153513549,38.8380643,31.8102776,-6.56158972,31.8102776,40.19162846,-7.893503979,10772.68715,2697.539841,0.373969001,4633.70182,1162.246927,1.75365378,1.587683434,1.920470805,1.616302075,1.920470805,1.763095981,1.753460322,3.378308521,233.7782678,56.56638126,0.051646641,107.9313682,0.066884303,0.65728294,0.013667134,0.729543407,0.009699699,0.024891638,0.082775764,0.249022163,0.422015568,0.211716678,0.374506298,0.232433021,0.291444504,0.272604267,0.139045247,0.156260918,0.038758741,410956049.9,102379.1741,62.31558757,810.654063,648492.3174,1623.26653,0.564164114,264265.3551,663.3072313,307.2239938,6.53E+11,1.64E+11
GPC017100,PPC116,control,estimateBLUP,66.2788005,122.6526249,24.2788005,80.65262488,8.050214398,7.866364642,7.385256547,1.119408818,140.5902827,26.70855275,28116.58264,90.68317206,26.55655095,-0.15699888,5886763.619,1477.242156,5.753643094,5.896903734,-0.031410855,36.56933336,36.48172343,36.58269926,0.11803803,38.48268254,33.10859639,-5.282391047,33.10859639,37.31906957,-4.332116363,10687.07532,2677.004067,0.375672648,4722.067585,1183.776057,1.70408117,1.688584692,1.849278509,1.629328087,1.849278509,1.70741795,1.700810278,2.424600858,159.1289608,40.89888023,0.037690747,107.9338072,0.074013978,0.636947516,0.016820518,0.730136787,0.008154795,0.023090018,0.082445862,0.256661159,0.418372286,0.210292499,0.347032163,0.288278725,0.300617475,0.236074626,0.11625693,0.156260918,0.038146225,325096837.1,81503.49321,48.43135299,725.7455508,664431.0076,1661.351882,0.577708662,276652.7746,693.3132873,228.9985061,6.53E+11,1.64E+11
GPC017170,PPC117,control,estimateBLUP,46.79800652,119.0504224,4.798006521,77.05042241,17.0712563,10.63902495,2.773659035,3.830243065,22.11689096,11.49496896,25378.27371,90.36834871,26.55655095,-0.15699888,3178296.192,819.1925053,2.732795558,2.767412841,-0.031410855,38.01986448,37.93278008,38.04186741,0.119905162,40.99751779,35.31979557,-5.741296401,35.31979557,39.00410223,-4.154143706,8589.613866,2173.178471,0.264651658,3955.691128,997.2093754,1.645213695,1.616832686,1.74126261,1.557685021,1.74126261,1.645553471,1.645063172,1.655720262,139.4283434,36.76304921,0.037267841,107.917269,0.077238785,0.654352508,0.015390117,0.721903646,0.010735693,0.03007679,0.092599512,0.261293719,0.390985712,0.207159306,0.38133419,0.238809866,0.262470569,0.263551269,0.151958627,0.156260918,0.039881687,158398907.9,40972.76092,29.61743513,503.5089731,492689.9803,1250.672483,0.428718634,223748.9853,565.1618373,185.7949298,6.53E+11,1.64E+11
GPC017640,PPC118,control,estimateBLUP,60.17288,111.568925,18.17288,69.56892497,201.1770651,4.310835539,1.126659924,3.830243065,3.398488443,16.78640369,27581.75848,85.30529922,26.55655095,-0.15699888,5306792.034,1336.331465,3.805104521,3.156360196,-0.060067178,38.54392734,38.48393249,38.60932169,0.129240825,39.33605148,35.44151296,-4.24602979,35.44151296,42.72025898,-7.382799834,11590.87947,2894.041694,0.390437587,5278.056375,1319.056969,1.626623966,1.500235677,1.73389789,1.598934059,1.73389789,1.630087351,1.62028668,1.221992747,164.6729502,42.0620103,0.018871435,107.9582615,0.072390606,0.608383202,0.018510992,0.734735478,0.014988722,0.027747866,0.074711494,0.233517268,0.403576101,0.243943805,0.351909228,0.287602393,0.28081651,0.235375798,0.126574973,0.156260918,0.037329537,293766316.3,73885.78251,41.56723702,581.586967,700397.0645,1747.374573,0.60903043,307925.7634,769.0174135,196.446296,6.53E+11,1.64E+11
GPC017680,PPC119,control,estimateBLUP,59.88212188,119.0504224,17.88212188,77.05042241,15.46556923,5.843953592,4.552418075,1.345311672,34.63953503,14.94886366,23409.06416,89.13277488,26.55655095,-0.15699888,4595877.578,1163.594548,5.646412197,5.978787388,-0.11710948,37.30863632,37.28509814,37.39334824,0.119905162,41.0586344,32.32757649,-8.049207908,32.32757649,42.3395584,-9.417878471,8647.059408,2186.969518,0.27487354,3692.655017,933.195331,1.679294864,1.515931428,1.883647204,1.542488007,1.883647204,1.679578935,1.676033786,2.949509727,207.3001302,51.01023404,0.029655535,107.9261906,0.079827405,0.636577512,0.01929121,0.734383159,0.008063918,0.022013439,0.078890252,0.251385714,0.416315195,0.222743889,0.352722073,0.283254544,0.278127881,0.240235829,0.128284097,0.156260918,0.038316368,252934579.5,63958.02377,47.0585298,625.3061339,541945.0465,1368.437466,0.471327525,225592.0004,569.6613396,256.6462031,6.53E+11,1.64E+11
GPC002650,PPC12,control,estimateBLUP,55.22999197,120.1587924,13.22999197,78.1587924,8.56922436,8.420896704,7.253496618,1.216224327,137.3776672,27.85134385,30018.35985,90.6422019,26.55655095,-0.15699888,6349303.306,1589.601536,5.156213814,4.458822065,-0.031681198,36.61924411,36.54400054,36.63570323,0.112436632,38.6931953,32.94377076,-5.584503738,32.94377076,39.58596845,-6.487133095,11290.6673,2821.933437,0.400659469,5148.938122,1287.637626,1.697884593,1.592167934,1.851733415,1.614131073,1.851733415,1.698138278,1.697713216,1.473357557,136.6687667,36.18380117,0.046360317,107.9346844,0.066379742,0.650164062,0.013537098,0.7268732,0.00840925,0.024320393,0.085506619,0.259591963,0.418446639,0.202215372,0.361143139,0.255879199,0.308367054,0.256944169,0.122112261,0.156260918,0.03852054,348865488.2,87282.53005,50.24098357,628.4794101,686865.8333,1715.011471,0.597461128,303477.4498,758.218608,193.0669669,6.53E+11,1.64E+11
GPC017710,PPC120,control,estimateBLUP,48.83331335,112.12311,6.833313355,70.12310996,14.60595898,12.2700016,3.72891852,3.313893685,48.99795937,19.100343,25727.9486,93.3915154,26.55655095,-0.15699888,6318037.907,1582.039458,6.666637582,6.641533211,-0.05628238,33.59340499,33.5951794,33.69242389,0.11803803,37.03172899,31.93453076,-4.943948349,31.93453076,37.97231715,-5.813932177,9255.90225,2333.24235,0.35153765,3736.08704,943.7735587,1.840405849,1.657193189,1.913106085,1.685774139,1.913106085,1.84042658,1.83398392,2.951974088,235.6437416,56.95795293,0.029232629,107.9321598,0.077063285,0.635127096,0.018641028,0.733845409,0.009517945,0.025023464,0.08116291,0.241628975,0.41311803,0.228888203,0.357046404,0.269792316,0.278254405,0.249638241,0.133063314,0.156260918,0.038350397,350127164.3,87589.28231,59.38273802,750.6917916,590149.874,1483.719209,0.513089881,227518.3071,574.3014513,303.4060497,6.53E+11,1.64E+11
GPC017760,PPC121,control,estimateBLUP,46.79800652,119.0504224,4.798006521,77.05042241,14.62866567,15.33623771,3.893618431,3.95933041,52.14501129,20.31686256,27824.60758,92.10418978,26.55655095,-0.15699888,4850588.314,1225.520227,4.378023881,3.194743159,-0.031410855,38.66558479,38.68010539,38.7215654,0.078828246,40.33202583,37.34081134,-3.655189147,37.34081134,40.68697182,-4.117388484,11271.94684,2817.464371,0.384474823,5492.44862,1371.231425,1.617329101,1.551807431,1.665160499,1.572882035,1.665160499,1.617714456,1.617189619,1.70500748,134.1271967,35.64857598,0.029655535,107.9615349,0.077545909,0.598437493,0.023452376,0.744507697,0.008191145,0.021222484,0.072072278,0.230870091,0.414282888,0.254645491,0.339684051,0.308729719,0.269555898,0.227148688,0.123251677,0.156260918,0.036546877,271387176.8,68444.5945,37.9791764,514.499948,704657.3898,1757.550461,0.612980923,328338.1933,818.483817,185.1370073,6.53E+11,1.64E+11
